Ehitis,120801759,120801756,120801732,120847092,120847091,120847090,101019312,101014868,101019344,120857076,120791952,120857095
120801759,0.0,0.0,0.0,0.9052098641481833,0.9052098641481833,0.9052098641481833,1.6343154272923412,1.7037052553209422,1.6307858230626147,1.9680240179400386,1.8359033359030044,1.6964850983492117
120801756,0.0,0.0,0.0,0.9052098641481833,0.9052098641481833,0.9052098641481833,1.6343154272923412,1.7037052553209422,1.6307858230626147,1.9680240179400386,1.8359033359030044,1.6964850983492117
120801732,0.0,0.0,0.0,0.9052098641481833,0.9052098641481833,0.9052098641481833,1.6343154272923412,1.7037052553209422,1.6307858230626147,1.9680240179400386,1.8359033359030044,1.6964850983492117
120847092,0.9052098641481833,0.9052098641481833,0.9052098641481833,0.0,0.0,0.0,1.6254091867193994,1.6942875075383137,1.7814017869986358,1.8888992027935894,1.7540315172242187,1.6037127926470882
120847091,0.9052098641481833,0.9052098641481833,0.9052098641481833,0.0,0.0,0.0,1.6254091867193994,1.6942875075383137,1.7814017869986358,1.8888992027935894,1.7540315172242187,1.6037127926470882
120847090,0.9052098641481833,0.9052098641481833,0.9052098641481833,0.0,0.0,0.0,1.6254091867193994,1.6942875075383137,1.7814017869986358,1.8888992027935894,1.7540315172242187,1.6037127926470882
101019312,1.6343154272923412,1.6343154272923412,1.6343154272923412,1.6254091867193994,1.6254091867193994,1.6254091867193994,0.0,0.6651785714285715,0.3154836031548358,1.7770137121430423,1.6101065672931891,1.4853351943984867
101014868,1.7037052553209422,1.7037052553209422,1.7037052553209422,1.6942875075383137,1.6942875075383137,1.6942875075383137,0.6651785714285715,0.0,0.7362013554370253,1.564626458234572,1.305583604014415,1.2233147021032875
101019344,1.6307858230626147,1.6307858230626147,1.6307858230626147,1.7814017869986358,1.7814017869986358,1.7814017869986358,0.3154836031548358,0.7362013554370253,0.0,1.8596238572142707,1.7008428249596563,1.5832383891552393
120857076,1.9680240179400386,1.9680240179400386,1.9680240179400386,1.8888992027935894,1.8888992027935894,1.8888992027935894,1.7770137121430423,1.564626458234572,1.8596238572142707,0.0,1.0214085332887304,0.9999999999999999
120791952,1.8359033359030044,1.8359033359030044,1.8359033359030044,1.7540315172242187,1.7540315172242187,1.7540315172242187,1.6101065672931891,1.305583604014415,1.7008428249596563,1.0214085332887304,0.0,0.21503786669859842
120857095,1.6964850983492117,1.6964850983492117,1.6964850983492117,1.6037127926470882,1.6037127926470882,1.6037127926470882,1.4853351943984867,1.2233147021032875,1.5832383891552393,0.9999999999999999,0.21503786669859842,0.0
